parl_const,parl_const_name,prem_count,pixel_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Voice_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4,5G_high_confidence_prem_out_0,5G_high_confidence_prem_out_1,5G_high_confidence_prem_out_2,5G_high_confidence_prem_out_3,5G_high_confidence_prem_out_4,5G_high_confidence_geo_out_0,5G_high_confidence_geo_out_1,5G_high_confidence_geo_out_2,5G_high_confidence_geo_out_3,5G_high_confidence_geo_out_4,5G_very_high_confidence_prem_out_0,5G_very_high_confidence_prem_out_1,5G_very_high_confidence_prem_out_2,5G_very_high_confidence_prem_out_3,5G_very_high_confidence_prem_out_4,5G_very_high_confidence_geo_out_0,5G_very_high_confidence_geo_out_1,5G_very_high_confidence_geo_out_2,5G_very_high_confidence_geo_out_3,5G_very_high_confidence_geo_out_4
E14001090,Bicester And Woodstock,47721,44865,2345,226,1747,0.05,0.55,9.96,89.44,6.86,12.82,24.83,55.48,0.28,2.16,14.84,82.72,5.97,13.39,31.6,49.04,,1.33,33.19,65.49,5.21,12.94,30.62,51.23,,3.21,96.79,,,0.09,21.98,77.93,,,,5.09,94.91,,,0.26,28.57,71.17,,,,8.85,91.15,,,0.17,21.24,78.59,,,,,0.07,2.89,97.04,0.06,4.73,10.43,14.36,70.42,0.01,0.03,0.14,3.1,96.71,0.34,2.99,7.85,17.4,71.43,,,,10.62,89.38,0.11,2.58,6.87,16.26,74.18,,,,0.59,99.41,,0.29,4.42,17.32,77.97,,0.02,0.05,1.8,98.13,0.04,0.64,4.9,13.73,80.68,,,,6.19,93.81,0.06,0.29,2.98,12.88,83.8,,,,,100,,,0.01,1.3,98.69,,,,0.04,99.96,,,0.09,0.98,98.93,,,,,100,,,0.11,0.52,99.37,2.24,14.63,57.57,24.12,1.43,6.86,29.02,39.9,19.39,4.84,13.66,38.12,43.71,4.5,0.01,24.45,39.82,28.66,6.74,0.33
E14001091,Birkenhead,54614,3490,651,118,478,,,0.95,99.05,0.02,0.32,22.07,77.59,,,0.8,99.2,,1.38,22.58,76.04,,,7.63,92.37,,0.21,22.59,77.2,,,100,,,,4.42,95.58,,,,,100,,,,6.3,93.7,,,,0.85,99.15,,,,8.16,91.84,,,,,,,100,,,0.09,2.4,97.51,,,,,100,,,0.46,5.68,93.86,,,,4.24,95.76,,,0.42,4.81,94.77,,,,,100,,,,1.15,98.85,,,,,100,,,,2.92,97.08,,,,0.85,99.15,,,,3.77,96.23,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,1.57,24.38,25.47,48.57,0.09,7.85,38.34,20.23,33.5,0.29,23.63,32.62,28.36,15.11,1.12,34.15,37.77,16.62,10.34
E14001092,Birmingham Edgbaston,49585,2936,460,8,264,,,0.07,99.93,,0.25,13.28,86.47,,,2.9,97.1,,0.43,12.61,86.96,,,25,75,,,12.5,87.5,,,100,,,,4.41,95.59,,,,,100,,,,6.52,93.48,,,,,100,,,,6.44,93.56,,,,,,,100,,,,0.58,99.42,,,,0.14,99.86,,,,1.52,98.48,,,,,100,,,,2.27,97.73,,,,,100,,,,0.33,99.67,,,,0.14,99.86,,,,1.52,98.48,,,,,100,,,,2.27,97.73,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,0.21,7.83,91.96,,,0.34,8.96,90.7,,1.42,8.51,42.38,47.68,0.1,1.84,8.89,38.83,50.34
E14001093,Birmingham Erdington,53622,2566,424,62,352,,,0.1,99.9,,0.25,17.66,82.09,,,0.23,99.77,,0.71,18.16,81.13,,,33.87,66.13,,0.85,21.31,77.84,,0.18,99.82,,,,10.15,89.85,,,,0.12,99.88,,,,9.43,90.57,,,,6.45,93.55,,,,4.55,95.45,,,,,,,100,,,,3.44,96.56,,,,,100,,,,3.3,96.7,,,,8.06,91.94,,,,4.26,95.74,,,,,100,,,,0.02,99.98,,,,,100,,,,0.24,99.76,,,,1.61,98.39,,,,0.28,99.72,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,0.11,7.5,92.39,,,0.08,6.12,93.8,0.09,1.87,12.01,40.09,45.94,0.04,1.36,8.85,37.57,52.18
E14001094,Birmingham Hall Green And Moseley,43707,1989,373,,247,,,,100,0.01,0.96,13.33,85.7,,,0.25,99.75,,0.27,10.72,89.01,,,,,,,11.34,88.66,,,100,,,,9.45,90.55,,,,,100,,,,6.7,93.3,,,,,,,,,5.26,94.74,,,,,,,100,,,,1.21,98.79,,,,,100,,,,1.07,98.93,,,,,,,,,0.4,99.6,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,4.2,95.8,,,,3.17,96.83,,0.51,11.26,41.42,46.81,,0.45,9.85,39.87,49.82
E14001095,Birmingham Hodge Hill And Solihull North,46455,2482,307,57,146,,,0.04,99.96,,0.23,6.44,93.33,,,0.12,99.88,,0.33,12.38,87.3,,,24.56,75.44,,,15.75,84.25,,,100,,,,2.15,97.85,,,,,100,,,,4.56,95.44,,,,5.26,94.74,,,,5.48,94.52,,,,,,,100,,,,0.72,99.28,,,,,100,,,,1.3,98.7,,,,,100,,,,2.05,97.95,,,,,100,,,,0.15,99.85,,,,,100,,,,0.98,99.02,,,,,100,,,,2.05,97.95,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,1.41,98.59,,,,1.85,98.15,,0.15,4.35,32.68,62.81,,0.24,4.67,29.09,66
E14001096,Birmingham Ladywood,79655,2542,633,53,390,,,,100,,,2.44,97.56,,,,100,,,6.16,93.84,,,3.77,96.23,,,4.62,95.38,,0.07,99.93,,,,3.29,96.71,,,,0.12,99.88,,,,11.06,88.94,,,,5.66,94.34,,,,8.21,91.79,,,,,,,100,,,,0.11,99.89,,,,,100,,,,0.32,99.68,,,,,100,,,,,100,,,,,100,,,,0.03,99.97,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,7.44,92.56,,,,6.85,93.15,,,2.64,20.38,76.98,,,2.2,18.37,79.43
E14001097,Birmingham Northfield,49254,2517,231,,131,,,0.04,99.96,,0.44,15.12,84.44,,,0.04,99.96,,,11.26,88.74,,,,,,,6.87,93.13,,,100,,,,7.94,92.06,,,,,100,,,,3.03,96.97,,,,,,,,,,100,,,,,,,100,,,0.04,1.08,98.88,,,,,100,,,,1.73,98.27,,,,,,,,,2.29,97.71,,,,,100,,,,0.04,99.96,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,0.08,1.62,32.03,66.27,,0.04,1.39,29.52,69.05,,2.78,28.73,41.61,26.88,,2.42,29,41.32,27.25
E14001098,Birmingham Perry Barr,44663,2396,385,66,318,,,0.01,99.99,,0.23,15.59,84.17,,,1.29,98.71,,,5.97,94.03,,4.55,18.18,77.27,,0.94,10.38,88.68,,,100,,,,2.76,97.24,,,,0.04,99.96,,,,3.9,96.1,,,,,100,,,,1.89,98.11,,,,,,,100,,,0.01,1.78,98.21,,,,,100,,,,0.26,99.74,,,,7.58,92.42,,,,1.89,98.11,,,,,100,,,,0.11,99.89,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,0.16,0.47,4.48,94.88,,0.21,0.54,4.84,94.41,0.21,1.98,8.92,32.32,56.56,0.21,2.21,8.64,35.06,53.88
E14001099,Birmingham Selly Oak,44766,2202,245,,208,,,0.23,99.77,,0.48,16.31,83.21,,,0.27,99.73,,1.22,19.18,79.59,,,,,,1.44,22.6,75.96,,,100,,,,3.11,96.89,,,,,100,,,,4.9,95.1,,,,,,,,,5.77,94.23,,,,,,,100,,,0.01,0.2,99.79,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,0.14,99.86,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,0.99,7.24,91.77,,,1.23,6.31,92.46,,3.97,15.16,45.92,34.95,,3.68,16.03,45.28,35.01
E14001100,Birmingham Yardley,43107,1910,260,,193,,,,100,,0.38,14.41,85.21,,,,100,,1.15,15.77,83.08,,,,,,1.04,15.03,83.94,,,100,,,,3.01,96.99,,,,,100,,,,2.69,97.31,,,,,,,,,3.11,96.89,,,,,,,100,,,,0.21,99.79,,,,,100,,,,0.38,99.62,,,,,,,,,0.52,99.48,,,,,100,,,,0.07,99.93,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,7.16,92.84,,,,6.7,93.3,,2.38,17.01,28.28,52.32,,2.25,16.96,28.64,52.15
E14001101,Bishop Auckland,49590,134123,4167,,1878,0.63,1.87,7.85,89.65,3.38,8.79,42.19,45.63,14.86,9.23,13.61,62.29,13.94,13.41,27.6,45.04,,,,,1.92,10.54,28.27,59.27,0.57,10.54,88.89,,,1.39,26.11,72.5,,,6.56,29.74,63.7,,,8.83,31.01,60.16,,,,,,,,1.97,24.07,73.96,,,0.22,0.31,0.44,3.13,95.9,1.19,1.21,2.78,12.99,81.84,6.73,7.24,4.67,10.13,71.23,7.63,6.89,5.3,16.34,63.83,,,,,,0.59,2.13,1.44,10.22,85.62,0.08,0.25,0.35,0.97,98.34,0.68,1.08,1.73,10.24,86.28,3.18,5.22,6.5,8.47,76.63,5.38,6.19,5.06,11.54,71.83,,,,,,0.21,1.86,1.33,9.11,87.49,0.02,0.08,0.07,0.2,99.62,0.21,0.32,0.39,1.23,97.85,0.65,1.42,2.82,5.48,89.63,3.84,2.78,2.09,4.56,86.73,,,,,,0.11,1.12,0.21,0.53,98.03,16.02,19.47,41.91,22.52,0.09,59.58,26.67,11.51,2.19,0.05,26.17,36.38,34.15,3.27,0.02,71.92,23.03,4.69,0.36,0
E14001102,Blackburn,48075,3992,528,27,453,,,0.42,99.58,0.01,0.29,21.19,78.51,0.15,0.65,4.13,95.07,,0.38,28.98,70.64,,,29.63,70.37,,0.44,28.7,70.86,,0.16,99.84,,,,3.22,96.78,,,,1.7,98.3,,,,8.14,91.86,,,,22.22,77.78,,,,8.17,91.83,,,,,,0,100,,0.06,0.13,1.07,98.73,0.05,0.08,0.25,0.65,98.97,,,,2.46,97.54,,,,18.52,81.48,,,,3.53,96.47,,,,,100,,,0.06,0.28,99.65,,0.05,0.13,0.65,99.17,,,,0.95,99.05,,,,,100,,,,1.1,98.9,,,,,100,,,,,100,,,,0.1,99.9,,,,,100,,,,,100,,,,,100,,1.56,6.47,79.26,12.72,1.55,4.46,15.63,68.59,9.77,2.93,6.97,34.38,49.95,5.76,6.14,17.54,32.49,39.55,4.28
E14001103,Blackley And Middleton South,47819,2846,331,74,332,,,0.22,99.78,0.01,0.25,10.15,89.58,,0.07,2.78,97.15,,,15.41,84.59,,,9.46,90.54,,,11.75,88.25,,7.85,92.15,,,,34.4,65.6,,,,7.31,92.69,,,,26.89,73.11,,,,22.97,77.03,,,,20.18,79.82,,,,,,,100,,,,0.67,99.33,,,,0.42,99.58,,,,3.93,96.07,,,,1.35,98.65,,,,3.92,96.08,,,,,100,,,,0.16,99.84,,,,0.39,99.61,,,,1.51,98.49,,,,1.35,98.65,,,,1.51,98.49,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,0.17,3.73,96.11,,,0.6,6.04,93.36,0.01,1.71,10.2,39.78,48.3,0.25,2.39,11.52,33.17,52.67
E14001104,Blackpool North And Fleetwood,49730,3413,490,,284,,,0.09,99.91,,0.61,20.35,79.04,,,0.59,99.41,,,14.08,85.92,,,,,,,13.03,86.97,,3.91,96.09,,,,20.2,79.8,,,,4.34,95.66,,,,23.67,76.33,,,,,,,,,34.86,65.14,,,,,,,100,,,0.01,8.04,91.95,,,,,100,,,,5.1,94.9,,,,,,,,,8.45,91.55,,,,,100,,,0,6.36,93.64,,,,,100,,,,4.49,95.51,,,,,,,,,7.75,92.25,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,1.56,28.68,52.81,16.94,,1.55,18.4,52.97,27.07,0.3,13.94,51.28,29.61,4.88,0.38,9.26,43.57,34.25,12.54
E14001105,Blackpool South,61834,2616,548,5,361,,,0.24,99.76,0.03,0.6,16.94,82.43,,,0.27,99.73,0.18,1.46,16.97,81.39,,,20,80,0.28,1.39,15.51,82.83,,,100,,,,8.49,91.51,,,,,100,,,,5.47,94.53,,,,,100,,,,3.05,96.95,,,,,,,100,,,0.05,7.97,91.98,,,,0.19,99.81,,,0.18,8.03,91.79,,,,20,80,,,0.28,8.59,91.14,,,,,100,,,,5.11,94.89,,,,0.04,99.96,,,,4.56,95.44,,,,20,80,,,,4.71,95.29,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,2.01,13.7,63.14,21.15,,2.41,12.42,64.76,20.41,0.48,12.15,42.37,40.97,4.03,0.76,12.23,37.65,44.72,4.63
E14001106,Blaydon And Consett,46897,11309,1127,,627,,0.14,2.56,97.3,2.85,7.08,30.4,59.67,0.14,1.47,11.43,86.96,3.99,6.48,24.4,65.13,,,,,0.96,5.1,25.68,68.26,,0.52,99.48,,,0.01,3.9,96.09,,,,1.53,98.47,,,,3.46,96.54,,,,,,,,,1.44,98.56,,,,,0,0.27,99.72,0.09,0.8,2,7.32,89.79,,0.02,0.16,3.08,96.75,0.35,0.98,3.82,12.16,82.7,,,,,,,0.32,1.44,12.44,85.81,,,,0.15,99.85,,0.24,0.59,5.49,93.67,,,0.04,2.74,97.21,,0.35,1.15,10.83,87.67,,,,,,,,0.16,9.25,90.59,,,,,100,,,,0.24,99.76,,,,0.01,99.99,,,,3.02,96.98,,,,,,,,,3.19,96.81,0.15,9.6,43.33,24.31,22.62,1.41,15.09,38.69,29.74,15.08,5.38,19.86,50.54,17.99,6.22,10.03,29.91,42.44,14.57,3.04
E14001107,Blyth And Ashington,51546,8602,1011,,790,0,0.01,0.84,99.15,2.77,7.22,25.25,64.76,0.08,0.42,7.64,91.86,4.45,7.91,28.78,58.85,,,,,5.32,8.23,30.63,55.82,,0.38,99.62,,,0.01,18.17,81.82,,,,1.98,98.02,,,0.1,30.96,68.94,,,,,,,,0.13,31.14,68.73,,,,,0,0.09,99.91,0.01,0.34,1.18,8.95,89.52,,,0.21,0.91,98.88,0.1,0.79,3.07,13.65,82.39,,,,,,0.13,0.63,3.67,15.19,80.38,,,,0.01,99.99,0.01,,0.13,1.64,98.22,,,0.02,0.58,99.4,,0.4,0.49,7.12,91.99,,,,,,,0.51,0.63,7.85,91.01,,,,,100,,,0,0.02,99.98,,,,0.02,99.98,,,0.1,0.49,99.41,,,,,,,,0.13,0.63,99.24,,0.08,8.67,73.64,17.6,0.6,2.45,17.15,52.09,27.7,0.09,7.94,36.65,52.75,2.56,2.71,13.62,42.49,33.9,7.28
E14001108,Bognor Regis And Littlehampton,52903,4608,509,,169,,,0.97,99.03,0.03,0.78,15.07,84.13,,,1.78,98.22,,0.2,20.43,79.37,,,,,,0.59,33.73,65.68,,0.15,99.85,,,,7.63,92.37,,,,0.78,99.22,,,,15.72,84.28,,,,,,,,,19.53,80.47,,,,,,0.02,99.98,,,0.09,1.86,98.06,,,,0.02,99.98,,,0.2,4.13,95.68,,,,,,,,0.59,5.92,93.49,,,,0.02,99.98,,,0,0.88,99.12,,,,0.02,99.98,,,,2.55,97.45,,,,,,,,,4.14,95.86,,,,,100,,,,0.02,99.98,,,,,100,,,,,100,,,,,,,,,,100,0.03,1.21,35.59,58.24,4.93,0.04,1.13,27.58,62.04,9.2,2.8,14.17,55.99,26.14,0.9,2.52,13.41,65.67,17.75,0.65
E14001109,Bolsover,50547,22831,1749,318,1160,,1.03,14.07,84.89,5.93,15.25,41.52,37.3,0.27,2.19,16.09,81.45,5.2,12.81,40.82,41.17,,0.31,29.87,69.81,2.33,8.19,39.91,49.57,,59.81,40.19,,,0.17,81.44,18.39,,,,53.15,46.85,,,0.11,82.9,16.98,,,,58.18,41.82,,,0.09,75,24.91,,,,,0.02,0.89,99.09,0.54,0.81,6.14,22.09,70.42,,0.06,0.28,2.19,97.46,0.46,0.8,7.15,23.33,68.27,,,0.31,6.6,93.08,,0.17,5.34,19.74,74.74,,,0.01,0.68,99.31,0.09,0.46,3.25,19.14,77.06,,,0.16,1.56,98.28,,0.46,4.86,20.93,73.76,,,,4.4,95.6,,,3.45,15.86,80.69,,,,,100,,,0.02,0.81,99.18,,,,0.01,99.99,,,0.06,0.74,99.2,,,,0.63,99.37,,,,0.78,99.22,10.18,11.73,28.24,34.63,15.22,6.37,13.84,32.49,34.78,12.52,18.02,20.12,39.94,18.29,3.64,15.26,23.61,43.46,16.26,1.41
E14001110,Bolton North East,54258,4120,618,,416,,,0.08,99.92,0,1.86,11.32,86.81,,0.05,1.7,98.25,,0.49,9.55,89.97,,,,,,0.72,8.65,90.63,,,100,,,,3.77,96.23,,,,0.1,99.9,,,,2.75,97.25,,,,,,,,,3.13,96.88,,,,,,0.01,99.99,,0,0.29,3.18,96.54,,,0.07,0.9,99.03,,,,3.07,96.93,,,,,,,,,3.37,96.63,,,,,100,,,0.08,0.76,99.16,,,,0.51,99.49,,,,0.97,99.03,,,,,,,,,1.2,98.8,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,0.43,1.94,8.98,71.88,16.77,0.85,4.1,14.85,67.62,12.57,2.55,22.25,29.55,40.64,5.02,5.41,26.31,30.61,34.17,3.5
E14001111,Bolton South And Walkden,54261,3387,502,164,573,,,0.93,99.07,,0.38,21.69,77.93,,,3.51,96.49,,0.4,25.1,74.5,,,38.41,61.59,,0.35,27.57,72.08,,0.13,99.87,,,,14.03,85.97,,,,0.8,99.2,,,,12.55,87.45,,,,7.93,92.07,,,,10.12,89.88,,,,,,0.03,99.97,,0,0.01,2.16,97.84,,,,0.94,99.06,,,,7.17,92.83,,,,31.1,68.9,,,,14.49,85.51,,,,0.03,99.97,,,0,0.8,99.2,,,,0.77,99.23,,,,4.18,95.82,,,,27.44,72.56,,,,10.99,89.01,,,,,100,,,,0.03,99.97,,,,,100,,,,0.6,99.4,,,,3.66,96.34,,,,1.57,98.43,,0.44,13.66,62.81,23.08,,0.8,13.26,55.15,30.79,3.06,19.73,39.68,30.13,7.4,4.64,17.71,36.08,31.62,9.95
E14001112,Bolton West,46482,7700,820,164,694,,0,5.14,94.86,0.42,4.81,40.62,54.15,0.05,0.3,7.39,92.26,,3.78,35.37,60.85,,0.61,34.15,65.24,,2.16,36.6,61.24,,0.14,99.86,,,,5.14,94.86,,,,0.17,99.83,,,,6.34,93.66,,,,4.88,95.12,,,,5.48,94.52,,,,,,0.05,99.95,,0.02,0.76,5.58,93.65,,0.04,0.08,1.06,98.82,,,0.98,6.95,92.07,,,0.61,11.59,87.8,,,0.58,8.07,91.35,,,,0,100,,,0.19,2.42,97.39,,,0.01,0.48,99.51,,,0.49,4.88,94.63,,,,7.93,92.07,,,0.14,5.48,94.38,,,,,100,,,,0.04,99.96,,,,0.03,99.97,,,,0.24,99.76,,,,,100,,,,,100,0.36,5.65,26.26,63.9,3.83,0.42,5.38,25.13,63.6,5.48,5.84,30.64,43.38,19.38,0.75,6.81,30.48,41.96,20.03,0.73
E14001113,Bootle,51026,2551,458,,390,,,3.39,96.61,,,38.62,61.38,,,4,96,,,34.93,65.07,,,,,,,38.97,61.03,,0.77,99.23,,,,30.68,69.32,,,,0.51,99.49,,,,29.91,70.09,,,,,,,,,34.87,65.13,,,,,,,100,,,0.07,14.24,85.69,,,,,100,,,,10.7,89.3,,,,,,,,,12.56,87.44,,,,,100,,,0.06,11.43,88.51,,,,,100,,,,9.83,90.17,,,,,,,,,11.54,88.46,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,0.05,20.9,79.04,,,3.25,28.73,68.01,,1.88,18.4,47.83,31.9,,1.14,19.05,48.29,31.52
E14001114,Boston And Skegness,59188,81718,3061,,1896,0.53,2.42,12.23,84.82,11.58,15.78,25.38,47.26,0.74,3.47,21.44,74.35,19.31,23.06,26.27,31.36,,,,,9.81,17.35,32.07,40.77,,62.68,37.32,,,1.08,75.44,23.48,,,,48.38,51.62,,,1.18,80.4,18.43,,,,,,,,0.11,78.53,21.36,,,,0.01,0.1,0.8,99.09,0.49,2.67,9.97,17.71,69.15,0,0.07,0.21,1.2,98.51,2.12,5.62,17.25,22.15,52.86,,,,,,0.42,2.9,9.55,19.46,67.67,,,0.03,0.47,99.5,0.1,0.89,5.27,16.29,77.44,,0,0.11,0.58,99.31,0.16,2.74,10.42,27.28,59.39,,,,,,,0.63,6.59,19.2,73.58,,,,,100,,0.01,0.06,0.64,99.3,,,,0.01,99.99,,,0.03,1.05,98.92,,,,,,,,,0.32,99.68,1.42,9.35,24.02,63.09,2.13,4.11,21.11,55.62,17.62,1.55,8.37,16.26,54.15,21.17,0.05,18.75,33.32,42.51,5.37,0.04
E14001115,Bournemouth East,52128,2533,310,,241,,,,100,0.48,0.68,15.45,83.4,,,0.2,99.8,,,15.81,84.19,,,,,,,20.33,79.67,,,100,,,,1.29,98.71,,,,,100,,,,1.29,98.71,,,,,,,,,1.66,98.34,,,,,,,100,,,0.29,5.73,93.98,,,,,100,,,,1.29,98.71,,,,,,,,,1.66,98.34,,,,,100,,,,3.24,96.76,,,,,100,,,,0.97,99.03,,,,,,,,,1.24,98.76,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,15.98,39.75,34.79,9.48,,19.07,31.27,34.74,14.92,4.35,20.24,52.61,20.41,2.39,6.32,24.16,44.1,21.56,3.87
E14001116,Bournemouth West,53689,2661,375,,300,,,0.4,99.6,,0.14,15.24,84.62,,,0.53,99.47,,,10.4,89.6,,,,,,,12,88,,,100,,,,3.12,96.88,,,,,100,,,,4,96,,,,,,,,,5,95,,,,,,,100,,0.03,0.81,3.47,95.7,,,,,100,,,0.8,3.2,96,,,,,,,,1,4,95,,,,,100,,,,1.67,98.33,,,,,100,,,,0.8,99.2,,,,,,,,,1,99,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,0.13,16.22,47.88,35.77,,0.15,19.54,55.02,25.29,0.27,4.97,50.6,28.74,15.43,0.83,5.49,57.8,26.61,9.28
E14001117,Bracknell,44895,4698,491,,327,,,0.88,99.12,0.24,0.72,13.87,85.17,,0.66,23.46,75.88,2.44,5.7,23.83,68.02,,,,,2.75,3.98,14.37,78.9,,0.39,99.61,,,,5.69,94.31,,,,4.79,95.21,,,,20.16,79.84,,,,,,,,,14.07,85.93,,,,,,0.2,99.8,0.01,0.08,0.86,5.42,93.63,,,0.38,7.07,92.55,,1.22,3.87,19.76,75.15,,,,,,,1.22,3.06,14.07,81.65,,,,0.2,99.8,,0.03,0.22,4.54,95.21,,,,6.79,93.21,,,2.65,18.13,79.23,,,,,,,,2.45,10.7,86.85,,,,,100,,,,0.2,99.8,,,,,100,,,,2.65,97.35,,,,,,,,,2.14,97.86,4.66,39.77,33.87,21.43,0.27,5.36,45.21,35.04,14.2,0.19,39.07,39.72,17.28,3.93,,42.21,43.17,11.73,2.89,
E14001118,Bradford East,45061,2492,388,1,368,,,0.26,99.74,0,0.06,13.06,86.88,,,0.76,99.24,,,8.76,91.24,,,100,,,,8.15,91.85,,0,100,,,,6.28,93.72,,,,0.08,99.92,,,,1.8,98.2,,,,,100,,,,1.9,98.1,,,,,,,100,,,0,0.67,99.33,,,,0.04,99.96,,,,1.03,98.97,,,,,100,,,,1.09,98.91,,,,,100,,,,0.55,99.45,,,,0.04,99.96,,,,0.77,99.23,,,,,100,,,,0.82,99.18,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,0.65,11.64,87.71,,,0.88,13.12,86,,0.98,12.09,42.97,43.96,0.08,1.36,12.32,39.93,46.31
E14001119,Bradford South,47124,4483,435,40,390,,,0.47,99.53,,0.13,18.52,81.35,0.11,0.45,2.16,97.28,,,20,80,,5,32.5,62.5,,0.51,23.08,76.41,,,100,,,,7.06,92.94,,,,0.8,99.2,,,,11.03,88.97,,,,20,80,,,,11.28,88.72,,,,,,0.03,99.97,,,0.18,3.41,96.4,,0.02,0.31,0.89,98.77,,,,4.14,95.86,,,,,100,,,,3.59,96.41,,,,,100,,,0.06,2.11,97.83,,,,0.89,99.11,,,,3.45,96.55,,,,,100,,,,3.08,96.92,,,,,100,,,,,100,,,,0.02,99.98,,,,,100,,,,,100,,,,,100,0.07,1.29,5.16,12.92,80.57,0.25,1.61,6.18,18.54,73.43,0.32,6.84,14.39,35.06,43.39,2.36,9.48,19.36,32.46,36.34
